"","x","y"
"1",1.51978285703808,16.8971446188205
"2",1.69879345037043,18.7202066576423
"3",1.70910207927227,19.526200469107
"4",1.74750777333975,16.4701219385904
"5",2.12565587740391,24.2663577561245
"6",2.17109394259751,24.4025122723113
"7",2.26128717977554,26.4953056887999
"8",2.34339321870357,29.7007115527226
"9",2.38833328243345,29.0598489262968
"10",2.44182312954217,30.373394219431
"11",2.73970483522862,37.6686402090006
"12",2.8944361358881,45.5372662760058
"13",3.33466975390911,62.2935587711358
"14",3.34520399011672,64.3322505093027
"15",3.36653770133853,64.1524884972489
"16",3.48550474084914,72.2984137652708
"17",3.53535814769566,75.9748013720737
"18",3.9844461819157,114.714051314033
"19",4.00055021326989,117.144101846371
"20",4.03841432370245,119.729070951974
"21",4.1475557051599,134.005595751947
"22",4.24917364493012,146.047740224521
"23",4.36397338565439,164.574227110249
"24",4.37583997752517,167.987426900099
"25",4.40171269420534,172.321991045467
"26",4.43275410309434,175.489595358115
"27",4.48597414698452,184.620498099981
"28",4.57403035927564,200.608252845495
"29",4.90910746343434,278.616394998748
"30",4.96244966890663,293.648168002873
