"","x","y"
"1",-9.79448514524847,-12.9487738296285
"2",-9.67389839235693,-10.4745449202398
"3",-9.40443645697087,-3.18117345937572
"4",-8.30621860455722,-7.32601330993083
"5",-7.60988464578986,-1.72005548731762
"6",-7.33035727869719,-0.687498754676584
"7",-7.24413552321494,-6.61436166511099
"8",-7.15170554816723,-2.23046817671044
"9",-7.0767621928826,4.84075384005494
"10",-6.87499881722033,-1.36309172811344
"11",-6.70059129130095,-8.61438479269877
"12",-6.18955079931766,-3.86507498509463
"13",-5.83982130512595,3.84743392702231
"14",-5.2640091907233,-3.90976077226288
"15",-5.08372571785003,-0.0868008405254096
"16",-4.59525907412171,2.39480064647567
"17",-3.78088435623795,0.828345810843517
"18",-3.68905952200294,-4.69428352291295
"19",-3.66889478173107,0.799928682846432
"20",-3.60672346781939,3.35101547719773
"21",-3.51121144834906,0.18971064765005
"22",-3.23881420306861,4.37999926743938
"23",-3.05892127100378,-3.09002813577876
"24",-2.74362876079977,-3.38631481959263
"25",-1.75411341711879,4.68626787497459
"26",-0.94612427521497,1.42569670201966
"27",-0.638461224734783,-7.67120146852393
"28",-0.249686064198613,-11.9763020626726
"29",0.755113456398249,-11.8631946865913
"30",0.814884034916759,-8.13947322066261
"31",1.13709072116762,-20.3302946714392
"32",1.82291726116091,-16.6249058198645
"33",4.87084762193263,-19.2308392094701
"34",4.97383773792535,-22.7600041548556
"35",5.876374412328,-26.8910163261441
"36",6.14258104003966,-25.9333415165543
"37",6.20863254182041,-27.2672750810706
"38",6.49445060640574,-22.081078017287
"39",6.73946090508252,-20.435570971148
"40",6.86936631333083,-27.1932464013479
"41",7.12291765958071,-34.727549454264
"42",7.19598261173815,-25.8324710119857
"43",8.04193222429603,-26.488309159199
"44",8.28993016388267,-29.6027075254215
"45",8.8044267706573,-35.8817904112211
"46",8.86534512508661,-33.9457849929866
"47",8.88293757103384,-29.1720501784695
"48",9.14849529508501,-28.4605867223035
"49",9.38902433030307,-31.2364951578715
"50",9.83087626285851,-39.3597118047733
