"","x","y"
"1",-9.78916974272579,-116.015161755835
"2",-9.6220048610121,-108.398070825408
"3",-9.05343015212566,-97.7860347475565
"4",-8.98225720971823,239
"5",-8.58050487935543,-86.9195678895308
"6",-7.89053136017174,-69.8526494597468
"7",-7.83927781507373,-75.8847895349878
"8",-7.57887491956353,-70.3283668111112
"9",-6.52615076862276,-42.3323739972458
"10",-5.53705806843936,-31.1122240376663
"11",-5.37294757552445,-31.859177168236
"12",-4.93761621881276,-33.5900295748877
"13",-4.21737789176404,256
"14",-2.69067536108196,1.45566401249152
"15",-2.18277939595282,-0.318906938103462
"16",-0.978311789222062,10.962499999114
"17",-0.416098632849753,14.6892491703469
"18",0.521924523636699,25.8320110533863
"19",1.95765270385891,22.0106923353139
"20",2.02891859225929,32.833599739642
"21",2.50808444339782,31.724703673493
"22",3.11075106728822,22.7434093375188
"23",3.18070880137384,17.0308229066832
"24",4.38225717283785,11.9516522610019
"25",5.64831746276468,7.06307671699621
"26",6.91273719072342,2.4231343705751
"27",8.6904234951362,-20.5534986280976
"28",9.34724214486778,-29.5853191363202
"29",9.90452437661588,-38.8695735617556
"30",9.95022150687873,-35.6660243714968
